Feature,SHAP_Importance
Age,0.8901620085671377
Biomarker_1,0.31857450249247377
Baseline_Severity,0.2764974966963421
Sex,0.018472510459477558
Covariate_5,0.013570112164597043
Covariate_9,0.012577833387509056
Covariate_6,0.010547703710831104
Covariate_10,0.008969544443339895
Covariate_7,0.008284437227719965
Covariate_8,0.008201836041105219
