label,PEHE,ATE_true,ATE_pred,ATE_bias,ATE_error_%,Correlation,R²_heterogeneity,MAE
n_trees=40,0.8457949985224429,3.484030965155085,3.3447699845109877,0.1392609806440972,3.9971223573180343,0.9120436724578066,0.773174029915646,0.6314447102733509
n_trees=100,0.7987264109833496,3.484030965155085,3.396311432060912,0.08771953309417313,2.5177598583791134,0.9170283937445489,0.7945884556844893,0.5970433270857182
n_trees=200,0.7974514536816901,3.484030965155085,3.3977157598946386,0.08631520526044634,2.477452299468991,0.9170218097598861,0.7951720501221848,0.5957070691132195
min_leaf=5,0.7637003795993547,3.484030965155085,3.392814642321497,0.09121632283358805,2.6181260656369547,0.9254226692314655,0.8126280471963121,0.56888726827551
min_leaf=10,0.7987264109833497,3.484030965155085,3.3963114320609122,0.08771953309417269,2.5177598583791005,0.9170283937445485,0.7945884556844893,0.5970433270857183
min_leaf=20,0.8706719971102618,3.484030965155085,3.3960069572110676,0.08802400794401732,2.5264990129069966,0.8973546005340456,0.7554620990740788,0.6532257562124504
